detector_id,timestamp,intensity,speed,lon,lat
D001,2026-05-04 15:00:00,192,39.8,60.1204,57.9102
D001,2026-05-04 16:00:00,279,39.4,60.1204,57.9102
D001,2026-05-04 17:00:00,325,37.5,60.1204,57.9102
D001,2026-05-04 18:00:00,374,31.4,60.1204,57.9102
D001,2026-05-04 19:00:00,351,35.4,60.1204,57.9102
D001,2026-05-04 20:00:00,250,40.2,60.1204,57.9102
D001,2026-05-04 21:00:00,196,39.7,60.1204,57.9102
D001,2026-05-04 22:00:00,149,44.9,60.1204,57.9102
D001,2026-05-04 23:00:00,110,44.9,60.1204,57.9102
D001,2026-05-05 00:00:00,34,51.8,60.1204,57.9102
D001,2026-05-05 01:00:00,10,49.2,60.1204,57.9102
D001,2026-05-05 02:00:00,29,46.7,60.1204,57.9102
D001,2026-05-05 03:00:00,69,45.5,60.1204,57.9102
D001,2026-05-05 04:00:00,78,44.2,60.1204,57.9102
D001,2026-05-05 05:00:00,166,41.0,60.1204,57.9102
D001,2026-05-05 06:00:00,214,40.5,60.1204,57.9102
D001,2026-05-05 07:00:00,303,37.6,60.1204,57.9102
D001,2026-05-05 08:00:00,308,41.4,60.1204,57.9102
D001,2026-05-05 09:00:00,305,40.9,60.1204,57.9102
D001,2026-05-05 10:00:00,209,41.2,60.1204,57.9102
D001,2026-05-05 11:00:00,217,38.3,60.1204,57.9102
D001,2026-05-05 12:00:00,102,43.2,60.1204,57.9102
D001,2026-05-05 13:00:00,133,44.8,60.1204,57.9102
D001,2026-05-05 14:00:00,165,41.5,60.1204,57.9102
D001,2026-05-05 15:00:00,159,41.4,60.1204,57.9102
D001,2026-05-05 16:00:00,286,38.8,60.1204,57.9102
D001,2026-05-05 17:00:00,307,37.0,60.1204,57.9102
D001,2026-05-05 18:00:00,403,38.3,60.1204,57.9102
D001,2026-05-05 19:00:00,353,36.1,60.1204,57.9102
D001,2026-05-05 20:00:00,241,37.5,60.1204,57.9102
D001,2026-05-05 21:00:00,188,42.4,60.1204,57.9102
D001,2026-05-05 22:00:00,152,41.5,60.1204,57.9102
D001,2026-05-05 23:00:00,102,42.6,60.1204,57.9102
D001,2026-05-06 00:00:00,13,49.0,60.1204,57.9102
D001,2026-05-06 01:00:00,10,46.9,60.1204,57.9102
D001,2026-05-06 02:00:00,42,49.8,60.1204,57.9102
D001,2026-05-06 03:00:00,36,48.9,60.1204,57.9102
D001,2026-05-06 04:00:00,31,45.3,60.1204,57.9102
D001,2026-05-06 05:00:00,148,46.1,60.1204,57.9102
D001,2026-05-06 06:00:00,245,40.3,60.1204,57.9102
D001,2026-05-06 07:00:00,368,34.8,60.1204,57.9102
D001,2026-05-06 08:00:00,357,35.9,60.1204,57.9102
D001,2026-05-06 09:00:00,304,42.2,60.1204,57.9102
D001,2026-05-06 10:00:00,254,35.8,60.1204,57.9102
D001,2026-05-06 11:00:00,153,43.5,60.1204,57.9102
D001,2026-05-06 12:00:00,143,39.9,60.1204,57.9102
D001,2026-05-06 13:00:00,84,40.8,60.1204,57.9102
D001,2026-05-06 14:00:00,141,42.7,60.1204,57.9102
D001,2026-05-06 15:00:00,194,39.4,60.1204,57.9102
D001,2026-05-06 16:00:00,241,34.9,60.1204,57.9102
D001,2026-05-06 17:00:00,348,36.4,60.1204,57.9102
D001,2026-05-06 18:00:00,395,35.6,60.1204,57.9102
D001,2026-05-06 19:00:00,339,38.9,60.1204,57.9102
D001,2026-05-06 20:00:00,261,37.2,60.1204,57.9102
D001,2026-05-06 21:00:00,178,40.4,60.1204,57.9102
D001,2026-05-06 22:00:00,103,44.7,60.1204,57.9102
D001,2026-05-06 23:00:00,127,42.7,60.1204,57.9102
D001,2026-05-07 00:00:00,21,48.1,60.1204,57.9102
D001,2026-05-07 01:00:00,65,45.8,60.1204,57.9102
D001,2026-05-07 02:00:00,25,45.8,60.1204,57.9102
D001,2026-05-07 03:00:00,34,44.0,60.1204,57.9102
D001,2026-05-07 04:00:00,36,46.8,60.1204,57.9102
D001,2026-05-07 05:00:00,193,43.2,60.1204,57.9102
D001,2026-05-07 06:00:00,245,37.7,60.1204,57.9102
D001,2026-05-07 07:00:00,320,34.1,60.1204,57.9102
D001,2026-05-07 08:00:00,352,36.3,60.1204,57.9102
D001,2026-05-07 09:00:00,294,41.9,60.1204,57.9102
D001,2026-05-07 10:00:00,237,35.3,60.1204,57.9102
D001,2026-05-07 11:00:00,170,41.0,60.1204,57.9102
D001,2026-05-07 12:00:00,129,44.4,60.1204,57.9102
D001,2026-05-07 13:00:00,132,38.8,60.1204,57.9102
D001,2026-05-07 14:00:00,121,45.4,60.1204,57.9102
D001,2026-05-07 15:00:00,211,44.7,60.1204,57.9102
D001,2026-05-07 16:00:00,296,32.9,60.1204,57.9102
D001,2026-05-07 17:00:00,356,31.1,60.1204,57.9102
D001,2026-05-07 18:00:00,407,34.0,60.1204,57.9102
D001,2026-05-07 19:00:00,322,40.9,60.1204,57.9102
D001,2026-05-07 20:00:00,275,34.0,60.1204,57.9102
D001,2026-05-07 21:00:00,193,39.5,60.1204,57.9102
D001,2026-05-07 22:00:00,144,41.8,60.1204,57.9102
D001,2026-05-07 23:00:00,147,39.6,60.1204,57.9102
D001,2026-05-08 00:00:00,40,50.6,60.1204,57.9102
D001,2026-05-08 01:00:00,19,47.8,60.1204,57.9102
D001,2026-05-08 02:00:00,38,45.1,60.1204,57.9102
D001,2026-05-08 03:00:00,47,46.5,60.1204,57.9102
D001,2026-05-08 04:00:00,21,51.1,60.1204,57.9102
D001,2026-05-08 05:00:00,174,41.4,60.1204,57.9102
D001,2026-05-08 06:00:00,215,38.6,60.1204,57.9102
D001,2026-05-08 07:00:00,330,35.9,60.1204,57.9102
D001,2026-05-08 08:00:00,354,35.0,60.1204,57.9102
D001,2026-05-08 09:00:00,319,36.4,60.1204,57.9102
D001,2026-05-08 10:00:00,240,39.0,60.1204,57.9102
D001,2026-05-08 11:00:00,175,43.2,60.1204,57.9102
D001,2026-05-08 12:00:00,127,41.6,60.1204,57.9102
D001,2026-05-08 13:00:00,108,42.5,60.1204,57.9102
D001,2026-05-08 14:00:00,124,45.5,60.1204,57.9102
D001,2026-05-08 15:00:00,187,44.8,60.1204,57.9102
D001,2026-05-08 16:00:00,304,37.2,60.1204,57.9102
D001,2026-05-08 17:00:00,315,35.9,60.1204,57.9102
D001,2026-05-08 18:00:00,376,31.3,60.1204,57.9102
D001,2026-05-08 19:00:00,338,36.6,60.1204,57.9102
D001,2026-05-08 20:00:00,255,37.2,60.1204,57.9102
D001,2026-05-08 21:00:00,174,45.7,60.1204,57.9102
D001,2026-05-08 22:00:00,139,41.2,60.1204,57.9102
D001,2026-05-08 23:00:00,116,46.0,60.1204,57.9102
D001,2026-05-09 00:00:00,12,48.6,60.1204,57.9102
D001,2026-05-09 01:00:00,38,48.3,60.1204,57.9102
D001,2026-05-09 02:00:00,50,45.0,60.1204,57.9102
D001,2026-05-09 03:00:00,45,44.6,60.1204,57.9102
D001,2026-05-09 04:00:00,20,49.9,60.1204,57.9102
D001,2026-05-09 05:00:00,130,43.4,60.1204,57.9102
D001,2026-05-09 06:00:00,142,44.2,60.1204,57.9102
D001,2026-05-09 07:00:00,210,38.5,60.1204,57.9102
D001,2026-05-09 08:00:00,237,40.1,60.1204,57.9102
D001,2026-05-09 09:00:00,183,42.3,60.1204,57.9102
D001,2026-05-09 10:00:00,166,40.8,60.1204,57.9102
D001,2026-05-09 11:00:00,134,44.6,60.1204,57.9102
D001,2026-05-09 12:00:00,82,43.6,60.1204,57.9102
D001,2026-05-09 13:00:00,102,41.0,60.1204,57.9102
D001,2026-05-09 14:00:00,96,43.2,60.1204,57.9102
D001,2026-05-09 15:00:00,136,43.6,60.1204,57.9102
D001,2026-05-09 16:00:00,190,43.7,60.1204,57.9102
D001,2026-05-09 17:00:00,251,38.3,60.1204,57.9102
D001,2026-05-09 18:00:00,250,40.7,60.1204,57.9102
D001,2026-05-09 19:00:00,256,42.0,60.1204,57.9102
D001,2026-05-09 20:00:00,176,41.8,60.1204,57.9102
D001,2026-05-09 21:00:00,134,43.0,60.1204,57.9102
D001,2026-05-09 22:00:00,102,40.6,60.1204,57.9102
D001,2026-05-09 23:00:00,103,45.8,60.1204,57.9102
D001,2026-05-10 00:00:00,45,51.3,60.1204,57.9102
D001,2026-05-10 01:00:00,19,47.2,60.1204,57.9102
D001,2026-05-10 02:00:00,25,51.4,60.1204,57.9102
D001,2026-05-10 03:00:00,10,48.7,60.1204,57.9102
D001,2026-05-10 04:00:00,10,42.0,60.1204,57.9102
D001,2026-05-10 05:00:00,79,42.1,60.1204,57.9102
D001,2026-05-10 06:00:00,182,39.6,60.1204,57.9102
D001,2026-05-10 07:00:00,217,37.7,60.1204,57.9102
D001,2026-05-10 08:00:00,260,36.3,60.1204,57.9102
D001,2026-05-10 09:00:00,245,37.1,60.1204,57.9102
D001,2026-05-10 10:00:00,149,42.9,60.1204,57.9102
D001,2026-05-10 11:00:00,116,47.0,60.1204,57.9102
D001,2026-05-10 12:00:00,95,41.9,60.1204,57.9102
D001,2026-05-10 13:00:00,80,43.9,60.1204,57.9102
D001,2026-05-10 14:00:00,115,44.7,60.1204,57.9102
D001,2026-05-10 15:00:00,133,45.2,60.1204,57.9102
D001,2026-05-10 16:00:00,180,41.3,60.1204,57.9102
D001,2026-05-10 17:00:00,250,42.4,60.1204,57.9102
D001,2026-05-10 18:00:00,270,37.6,60.1204,57.9102
D001,2026-05-10 19:00:00,228,41.4,60.1204,57.9102
D001,2026-05-10 20:00:00,179,42.4,60.1204,57.9102
D001,2026-05-10 21:00:00,101,46.7,60.1204,57.9102
D001,2026-05-10 22:00:00,78,43.5,60.1204,57.9102
D001,2026-05-10 23:00:00,107,41.2,60.1204,57.9102
D001,2026-05-11 00:00:00,33,47.0,60.1204,57.9102
D001,2026-05-11 01:00:00,16,50.4,60.1204,57.9102
D001,2026-05-11 02:00:00,61,41.5,60.1204,57.9102
D001,2026-05-11 03:00:00,10,49.4,60.1204,57.9102
D001,2026-05-11 04:00:00,14,46.6,60.1204,57.9102
D001,2026-05-11 05:00:00,162,43.7,60.1204,57.9102
D001,2026-05-11 06:00:00,223,40.2,60.1204,57.9102
D001,2026-05-11 07:00:00,294,40.3,60.1204,57.9102
D001,2026-05-11 08:00:00,337,36.7,60.1204,57.9102
D001,2026-05-11 09:00:00,298,37.6,60.1204,57.9102
D001,2026-05-11 10:00:00,224,39.6,60.1204,57.9102
D001,2026-05-11 11:00:00,142,44.7,60.1204,57.9102
D001,2026-05-11 12:00:00,155,43.0,60.1204,57.9102
D001,2026-05-11 13:00:00,138,44.9,60.1204,57.9102
D001,2026-05-11 14:00:00,159,43.0,60.1204,57.9102
D001,2026-05-11 15:00:00,191,43.1,60.1204,57.9102
D001,2026-05-11 16:00:00,264,36.4,60.1204,57.9102
D001,2026-05-11 17:00:00,343,31.6,60.1204,57.9102
D001,2026-05-11 18:00:00,377,35.4,60.1204,57.9102
D001,2026-05-11 19:00:00,365,35.3,60.1204,57.9102
D001,2026-05-11 20:00:00,280,38.0,60.1204,57.9102
D001,2026-05-11 21:00:00,169,38.9,60.1204,57.9102
D001,2026-05-11 22:00:00,124,40.6,60.1204,57.9102
D001,2026-05-11 23:00:00,134,42.8,60.1204,57.9102
D001,2026-05-12 00:00:00,44,46.6,60.1204,57.9102
D001,2026-05-12 01:00:00,53,48.4,60.1204,57.9102
D001,2026-05-12 02:00:00,23,46.6,60.1204,57.9102
D001,2026-05-12 03:00:00,25,43.5,60.1204,57.9102
D001,2026-05-12 04:00:00,50,48.8,60.1204,57.9102
D001,2026-05-12 05:00:00,160,41.2,60.1204,57.9102
D001,2026-05-12 06:00:00,246,34.1,60.1204,57.9102
D001,2026-05-12 07:00:00,311,37.2,60.1204,57.9102
D001,2026-05-12 08:00:00,336,39.1,60.1204,57.9102
D001,2026-05-12 09:00:00,325,35.8,60.1204,57.9102
D001,2026-05-12 10:00:00,225,39.1,60.1204,57.9102
D001,2026-05-12 11:00:00,151,39.7,60.1204,57.9102
D001,2026-05-12 12:00:00,154,44.8,60.1204,57.9102
D001,2026-05-12 13:00:00,139,40.6,60.1204,57.9102
D001,2026-05-12 14:00:00,179,46.0,60.1204,57.9102
D001,2026-05-12 15:00:00,191,39.2,60.1204,57.9102
D001,2026-05-12 16:00:00,248,40.1,60.1204,57.9102
D001,2026-05-12 17:00:00,326,36.3,60.1204,57.9102
D001,2026-05-12 18:00:00,397,30.5,60.1204,57.9102
D001,2026-05-12 19:00:00,379,37.9,60.1204,57.9102
D001,2026-05-12 20:00:00,241,36.3,60.1204,57.9102
D001,2026-05-12 21:00:00,182,39.2,60.1204,57.9102
D001,2026-05-12 22:00:00,137,37.4,60.1204,57.9102
D001,2026-05-12 23:00:00,118,47.8,60.1204,57.9102
D001,2026-05-13 00:00:00,14,46.9,60.1204,57.9102
D001,2026-05-13 01:00:00,10,49.0,60.1204,57.9102
D001,2026-05-13 02:00:00,30,51.2,60.1204,57.9102
D001,2026-05-13 03:00:00,39,45.8,60.1204,57.9102
D001,2026-05-13 04:00:00,48,45.2,60.1204,57.9102
D001,2026-05-13 05:00:00,136,43.8,60.1204,57.9102
D001,2026-05-13 06:00:00,223,40.4,60.1204,57.9102
D001,2026-05-13 07:00:00,314,35.7,60.1204,57.9102
D001,2026-05-13 08:00:00,354,39.2,60.1204,57.9102
D001,2026-05-13 09:00:00,288,41.5,60.1204,57.9102
D001,2026-05-13 10:00:00,222,38.4,60.1204,57.9102
D001,2026-05-13 11:00:00,204,41.1,60.1204,57.9102
D001,2026-05-13 12:00:00,154,44.3,60.1204,57.9102
D001,2026-05-13 13:00:00,95,44.9,60.1204,57.9102
D001,2026-05-13 14:00:00,133,40.3,60.1204,57.9102
D001,2026-05-13 15:00:00,156,42.7,60.1204,57.9102
D001,2026-05-13 16:00:00,274,39.1,60.1204,57.9102
D001,2026-05-13 17:00:00,337,34.2,60.1204,57.9102
D001,2026-05-13 18:00:00,360,33.9,60.1204,57.9102
D001,2026-05-13 19:00:00,324,36.0,60.1204,57.9102
D001,2026-05-13 20:00:00,263,36.6,60.1204,57.9102
D001,2026-05-13 21:00:00,183,39.8,60.1204,57.9102
D001,2026-05-13 22:00:00,142,44.0,60.1204,57.9102
D001,2026-05-13 23:00:00,126,44.5,60.1204,57.9102
D001,2026-05-14 00:00:00,10,46.8,60.1204,57.9102
D001,2026-05-14 01:00:00,39,48.0,60.1204,57.9102
D001,2026-05-14 02:00:00,10,48.0,60.1204,57.9102
D001,2026-05-14 03:00:00,57,45.6,60.1204,57.9102
D001,2026-05-14 04:00:00,36,47.7,60.1204,57.9102
D001,2026-05-14 05:00:00,164,43.6,60.1204,57.9102
D001,2026-05-14 06:00:00,228,40.2,60.1204,57.9102
D001,2026-05-14 07:00:00,294,37.1,60.1204,57.9102
D001,2026-05-14 08:00:00,369,34.4,60.1204,57.9102
D001,2026-05-14 09:00:00,305,36.0,60.1204,57.9102
D001,2026-05-14 10:00:00,241,37.5,60.1204,57.9102
D001,2026-05-14 11:00:00,177,39.6,60.1204,57.9102
D001,2026-05-14 12:00:00,110,44.5,60.1204,57.9102
D001,2026-05-14 13:00:00,127,44.1,60.1204,57.9102
D001,2026-05-14 14:00:00,161,41.3,60.1204,57.9102
D001,2026-05-14 15:00:00,196,39.0,60.1204,57.9102
D001,2026-05-14 16:00:00,286,39.2,60.1204,57.9102
D001,2026-05-14 17:00:00,352,35.8,60.1204,57.9102
D001,2026-05-14 18:00:00,363,34.3,60.1204,57.9102
D001,2026-05-14 19:00:00,352,35.4,60.1204,57.9102
D001,2026-05-14 20:00:00,265,35.5,60.1204,57.9102
D001,2026-05-14 21:00:00,191,39.7,60.1204,57.9102
D001,2026-05-14 22:00:00,122,43.3,60.1204,57.9102
D001,2026-05-14 23:00:00,89,46.4,60.1204,57.9102
D001,2026-05-15 00:00:00,49,46.1,60.1204,57.9102
D001,2026-05-15 01:00:00,16,45.3,60.1204,57.9102
D001,2026-05-15 02:00:00,32,41.5,60.1204,57.9102
D001,2026-05-15 03:00:00,38,48.1,60.1204,57.9102
D001,2026-05-15 04:00:00,32,45.8,60.1204,57.9102
D001,2026-05-15 05:00:00,163,42.9,60.1204,57.9102
D001,2026-05-15 06:00:00,246,39.3,60.1204,57.9102
D001,2026-05-15 07:00:00,295,36.4,60.1204,57.9102
D001,2026-05-15 08:00:00,349,39.0,60.1204,57.9102
D001,2026-05-15 09:00:00,302,34.9,60.1204,57.9102
D001,2026-05-15 10:00:00,211,35.9,60.1204,57.9102
D001,2026-05-15 11:00:00,166,39.1,60.1204,57.9102
D001,2026-05-15 12:00:00,107,39.8,60.1204,57.9102
D001,2026-05-15 13:00:00,105,45.5,60.1204,57.9102
D001,2026-05-15 14:00:00,118,39.9,60.1204,57.9102
D001,2026-05-15 15:00:00,191,40.4,60.1204,57.9102
D001,2026-05-15 16:00:00,271,40.0,60.1204,57.9102
D001,2026-05-15 17:00:00,342,32.9,60.1204,57.9102
D001,2026-05-15 18:00:00,375,35.7,60.1204,57.9102
D001,2026-05-15 19:00:00,332,33.0,60.1204,57.9102
D001,2026-05-15 20:00:00,283,37.0,60.1204,57.9102
D001,2026-05-15 21:00:00,180,41.6,60.1204,57.9102
D001,2026-05-15 22:00:00,160,42.9,60.1204,57.9102
D001,2026-05-15 23:00:00,116,45.4,60.1204,57.9102
D001,2026-05-16 00:00:00,63,48.8,60.1204,57.9102
D001,2026-05-16 01:00:00,37,44.2,60.1204,57.9102
D001,2026-05-16 02:00:00,92,42.1,60.1204,57.9102
D001,2026-05-16 03:00:00,18,45.8,60.1204,57.9102
D001,2026-05-16 04:00:00,56,46.9,60.1204,57.9102
D001,2026-05-16 05:00:00,89,45.4,60.1204,57.9102
D001,2026-05-16 06:00:00,173,41.1,60.1204,57.9102
D001,2026-05-16 07:00:00,199,39.3,60.1204,57.9102
D001,2026-05-16 08:00:00,241,39.4,60.1204,57.9102
D001,2026-05-16 09:00:00,212,42.0,60.1204,57.9102
D001,2026-05-16 10:00:00,146,39.0,60.1204,57.9102
D001,2026-05-16 11:00:00,102,47.3,60.1204,57.9102
D001,2026-05-16 12:00:00,83,50.2,60.1204,57.9102
D001,2026-05-16 13:00:00,99,41.9,60.1204,57.9102
D001,2026-05-16 14:00:00,87,45.4,60.1204,57.9102
D001,2026-05-16 15:00:00,114,49.2,60.1204,57.9102
D001,2026-05-16 16:00:00,172,43.4,60.1204,57.9102
D001,2026-05-16 17:00:00,273,38.0,60.1204,57.9102
D001,2026-05-16 18:00:00,254,38.3,60.1204,57.9102
D001,2026-05-16 19:00:00,253,40.9,60.1204,57.9102
D001,2026-05-16 20:00:00,190,38.1,60.1204,57.9102
D001,2026-05-16 21:00:00,136,41.7,60.1204,57.9102
D001,2026-05-16 22:00:00,63,44.2,60.1204,57.9102
D001,2026-05-16 23:00:00,62,47.1,60.1204,57.9102
D001,2026-05-17 00:00:00,59,50.0,60.1204,57.9102
D001,2026-05-17 01:00:00,14,46.5,60.1204,57.9102
D001,2026-05-17 02:00:00,37,49.0,60.1204,57.9102
D001,2026-05-17 03:00:00,17,47.1,60.1204,57.9102
D001,2026-05-17 04:00:00,67,45.4,60.1204,57.9102
D001,2026-05-17 05:00:00,106,44.5,60.1204,57.9102
D001,2026-05-17 06:00:00,173,39.6,60.1204,57.9102
D001,2026-05-17 07:00:00,217,37.7,60.1204,57.9102
D001,2026-05-17 08:00:00,244,43.4,60.1204,57.9102
D001,2026-05-17 09:00:00,235,39.4,60.1204,57.9102
D001,2026-05-17 10:00:00,146,42.1,60.1204,57.9102
D001,2026-05-17 11:00:00,134,42.0,60.1204,57.9102
D001,2026-05-17 12:00:00,119,40.7,60.1204,57.9102
D001,2026-05-17 13:00:00,85,48.8,60.1204,57.9102
D001,2026-05-17 14:00:00,66,48.3,60.1204,57.9102
D001,2026-05-17 15:00:00,102,44.2,60.1204,57.9102
D001,2026-05-17 16:00:00,186,43.2,60.1204,57.9102
D001,2026-05-17 17:00:00,190,37.0,60.1204,57.9102
D001,2026-05-17 18:00:00,261,38.8,60.1204,57.9102
D001,2026-05-17 19:00:00,230,39.3,60.1204,57.9102
D001,2026-05-17 20:00:00,168,41.1,60.1204,57.9102
D001,2026-05-17 21:00:00,120,44.3,60.1204,57.9102
D001,2026-05-17 22:00:00,112,47.2,60.1204,57.9102
D001,2026-05-17 23:00:00,76,44.6,60.1204,57.9102
D001,2026-05-18 00:00:00,35,46.1,60.1204,57.9102
D001,2026-05-18 01:00:00,33,43.4,60.1204,57.9102
D001,2026-05-18 02:00:00,41,44.5,60.1204,57.9102
D001,2026-05-18 03:00:00,18,43.9,60.1204,57.9102
D001,2026-05-18 04:00:00,59,45.6,60.1204,57.9102
D001,2026-05-18 05:00:00,181,42.1,60.1204,57.9102
D001,2026-05-18 06:00:00,196,38.6,60.1204,57.9102
D001,2026-05-18 07:00:00,321,34.9,60.1204,57.9102
D001,2026-05-18 08:00:00,326,36.0,60.1204,57.9102
D001,2026-05-18 09:00:00,304,34.9,60.1204,57.9102
D001,2026-05-18 10:00:00,221,39.1,60.1204,57.9102
D001,2026-05-18 11:00:00,114,45.0,60.1204,57.9102
D001,2026-05-18 12:00:00,115,46.8,60.1204,57.9102
D001,2026-05-18 13:00:00,104,40.8,60.1204,57.9102
D001,2026-05-18 14:00:00,163,38.7,60.1204,57.9102
D001,2026-05-18 15:00:00,176,43.0,60.1204,57.9102
D001,2026-05-18 16:00:00,257,35.2,60.1204,57.9102
D001,2026-05-18 17:00:00,346,35.2,60.1204,57.9102
D001,2026-05-18 18:00:00,401,35.0,60.1204,57.9102
D001,2026-05-18 19:00:00,397,30.2,60.1204,57.9102
D001,2026-05-18 20:00:00,263,36.3,60.1204,57.9102
D001,2026-05-18 21:00:00,208,42.4,60.1204,57.9102
D001,2026-05-18 22:00:00,155,40.8,60.1204,57.9102
D001,2026-05-18 23:00:00,109,39.6,60.1204,57.9102
D001,2026-05-19 00:00:00,65,46.8,60.1204,57.9102
D001,2026-05-19 01:00:00,29,49.0,60.1204,57.9102
D001,2026-05-19 02:00:00,48,48.4,60.1204,57.9102
D001,2026-05-19 03:00:00,10,46.1,60.1204,57.9102
